,Text, predicted sentiment
2751,"@ChatChristi What coincidence?  They've known that #COVID19 is contagious &amp; dangerous, knew that experts urged using masks, social distancing &amp; no large crowds.  They repeatedly chose to ignore those precautions.  This isn't hard.  That being said, I wish them a speedy recovery. ",0
2752,Former NJ Gov. Chris Christie is hospitalized for #Covid19.  ,1
2753,#stayvigilant #staysafe #StayHome  Only take 6 people at #klustertabligh (super spreader event).   #WearAMask  #covid19 #malaysia  ,0
2754,@IvankaTrump Glad to know that @POTUS find time for photoshoots even after getting sick.  Prayin for his health and speedy recovery.  #covid19 #america #dont #take #risk #StaySafe,1
2755,The idea that there was a superspreading #COVID19 event at the #WhiteHouse boggles the mind. I find the visuals helpful: @guardian #dermtwitter #MedTwitter #epitwitter ,0
2756,"@Franklin_Graham  Have You Been Tested For #COVID19 since You Were At the Rose Garden (Blood Bath) I Mean Rose Garden CoV19 Party !     You Do Know The Trumps Are Russia Mafia Right, and He his Using you To ONLY get Vote So you Can get Anti Abortion/ Gay Rights Changed-Not Happen",0
2757,AUSTRALIA IN RECESSION BEFORE #COVID19 ,0
2758,"I don't want President Trump to die from #COVID19. If he gets reelected and dies, then Mike Pence would become the president and that MFer is more of a warmonger than Trump ever could be. That would be the worst-case scenario out of all this.",0
2759,The NBA is better at controlling the spread of #COVID19 than the White House  #CovidCaughtTrump #WhiteHouseOutbreak #SuperSpreader ,1
2760,"@TheRealHoarse I was in hospital on Tuesday for 8 hours because my breathing isn't great.2.5 weeks into #covid19. I was immediately gowned up and an #IV (with fluids) and #oximeter hooked up.  Also,  there's no room in the #presidentialsuite @ #WalterReedHospital that looks this way.",0
2761,"#DYK @amn_global has been offering free resources to small business owners, entrepreneurs , performance and visual artists throughout the #Covid19 pandemic? Learn more about our digital marketing services at   #MD #Maryland #newbusiness #support #mdbiz #dc ",0
2762,#JaimeHarrison  wasn't taking no chances in his debate against #LindsayGraham #StopTheSpread #covid19 ,0
2763,"@IvankaTrump You meant, ""working to kill the American people"", that's believable. He isn't working, he's in the hospital because he caught #COVID19. He didn't listen and his ignorance has killed more than 200k American's. #UnwantedIvanka @ProjectLincoln @MeidasTouch @donwinslow",0
2764,"@CandiceMalcolm @TrueNorthCentre @cafreeland has no idea, no plan, no measure. She is totally lost as how to deal with the pandemic. See what she's done as the chair of the #COVID19 committee? Nothing. She was just a scholar in Slavic history and literature, FFS.",0
2765,How do we get global warming to fuck the Republican party so that they will take it seriously?  @AOC #GOPSuperSpreaders #CovidCaughtTrump #COVID19,0
2766,"@ProjectLincoln Whichever way one looks,  #TrumpsAmerica's #COVID19 response  will GO DOWN as  one of THE WORST CRISES we encountered &amp; one that THE WORLD ever seen!   #COVID19 --&gt; ALWAYS been my TOP ISSUE  to #VoteHimOut   NO SYMPATHY VOTEs for #Reckless RIP 211K+--&gt; #TrumpsAmerica is NOT #MAGA",0
2767,"@amazonca Why do you still don't have Amazon #Fresh in Canada? In the #COVID19 age, why can't I get grocery delivery from @WholeFoods?",1
2768,Democrats are sending well wishes to @realDonaldTrump. If it was @JoeBiden who had contracted #COVID19 Trump would be laughing his ass off and doing speeches about it. #TRUTH #CovidCaughtTrump  #TrumpGotCovid #VoteHimOut  #VoteBidenHarris2020 #VoteBlueToSaveAmerica #VOTE,0
2769,@bl_byrne GOOD NEWS! We are waiting for this #ClassActionLawSuit to jump out of the starting blocks &amp; slam all the globalists in the place that hurts the most.... THEIR POCKETS. This #COVID19 &amp; #PCRfraud ends NOW. ,1
2770,Something about this seems to miss the point. #COVID19 ,1
2771,Doctors on Twitter:   I just got RTPCR done by government to enter Ooty and turned out negative- test done on Tuesday.   I have throat soreness today - No fever or cough. Should I get tested again?   #COVID19,0
2772,"7 staffers of Delhi's Indraprastha Apollo Hospital test positive for Covid-19 after fashion event, highlighting the perils of organising such events during this time. #COVID19  ",1
2773,"@LesStonehouse @AnnastaciaMP @couriermail I am a small business owner &amp; I hope they get back. I think that @AnnastaciaMP , @StevenJMiles &amp; team have been doing a great job with #COVID19 &amp; with calling out #ScottyFromMarketing. &amp; the #LNP and we have a great local member in @DuncanPeggMP",0
2774,@SassyScarecrow @fantasticmusic @NHSCOVID19app GOOD NEWS! We are waiting for this #ClassActionLawSuit to jump out of the starting blocks &amp; slam all the globalists in the place that hurts the most.... THEIR POCKETS. This #COVID19 &amp; #PCRfraud ends NOW. ,1
2775,They're throwing convicts out of jail because of #COVID19.  They want to put us in jail for not wearing a mask.  Do we get out of jail right away because of #COVID19?  Can somebody please explain the logic to me???,0
2776,#COVID19   THE NEW NORMAL   BREAKFAST with SOCIAL DISTANCING   Having ones  breakfast &amp; protecting others too  Captured from a high rise PUNE ,0
2777,"So basically #GOP killed people by not having them wear a $3 mask when out in public, needlessly &amp; preventably spreading #COVID19 to over 7M Americans &amp; killing over 210k of our nation's people. ",0
2778,"Tis the season for pumpkin spice everything  and the beginning of cold and flu season. Only this time every cold, cough, flu, sniffle  and death will be blamed on #COVID19   May the fear be with you... ",1
2779,"There's still a lot of work to do when it comes to tackling elder abuse, and #COVID19, and the distance we've had to keep, hasn't made that easy.  But even though we're apart, there's still help available if you or someone you know might be facing elder abuse.  #springst #auslaw",0
2780,Does anyone really believe that #CamNewton is the only member of the .@Patriots to have tested positive for #COVID19? Or is this a case of the .@NFL determining that the show must go on?,0
2781,"Children may be significantly less likely to be infected with COVID-19, new research suggests  #science #COVID19 #pandemic",0
2782,@thebr0keb0i No more ChinaVirus? #ChinaVirus #COVID19 #TrumpCovid,0
2783,"Thinking of all the prominent Republicans who've tested positive for #COVID19 this week, I've been wondering if any of them are having flashbacks to the halcyon days when the #GOP referred to itself as ""The Party of Personal Responsibility"" with a straight face.",0
2784,"@realDonaldTrump So... now that youve got it its no longer the China Virus, I guess? Got it.   #AntiFascist #AntiRacist #750dollars #COVID19 #listentofauci #ScienceKnows #scienceisreal #VOTE #Cascadia #MerrickGarland ",0
2785,@IvankaTrump Something can stop him and did; it's called #COVID19.   #ItIsWhatItIs #RECKLESS #ETTD #WearAMask #SuperSpreaderACB #VeteransforBiden #VoteBidenforPresident2020 ,0
2786,"@realDonaldTrump #Trump #ProudBoys 209,335 US DEATHS #COVID19 10/03/20 7,379,614 US INFECTED ",0
2787,"@MissIvey_2020 @davenewworld_2 The Trump Test defence... no test, no #COVID19.  So no camera, no violent crime?",0
2788,Media statement: COVID-19 update - 4 October 2020  #COVID19,1
2789,Who knew that all 2020 we will facemasks and faceshoelds all year. #virus #COVID19 #FaceMasks #MasksSaveLives #maskon,0
2790,President Trump doesnt call lids even whilst fighting #covid19.  Hes still working for #WeThePeople from #WalterReed Medical Center!  #GetWellSoonMrPresident #PrayersForPOTUS  #Election2020 ,0
2791,"@realDonaldTrump #Trump #ProudBoys 209,335 US DEATHS #COVID19 10/03/20 7,379,614 US INFECTED ",0
2792,The Biden Plan to Combat Coronavirus (COVID-19) and Prepare for Future Global Health Threats  #covid19,0
2793,"According to research done by @Cornell by analyzing 38 million articles written in English, @realDonaldTrump is responsible for 38% of the overall #misinformation conversation circulated about #COVID19 which makes him the largest single source.  #COVIDIOTS #Covid19usa #FakeNews ",0
2794,For whom it may concern but COVID does not give a fuck if you sign sheets of paper and call yourself a machine #COVID19,0
2795,Govt mulling options to allow India Inc to directly procure #COVID19 vaccines for its employees ,1
2796,"@IvankaTrump Why did your dad not tell his staff he was infected with #COVID19?  Why did he travel to a rally and fundraising event after he knew, thus exposing hundreds to the virus?  Why doesn't he care about his campaign staff or White House staff?",1
2797,Holy Crap! We Did NOT See That Coming! The President And First Lady Have Coronavirus! #COVID19 #DonaldTrump #FirstLady #MelaniaTrump #TrumpHasCOVID #Coronavirus ,0
2798,"@pastormarkburns @realDonaldTrump Is it possible that our #IdiotInChief &amp; the @WhiteHouse &amp; @SenateGOP  &amp; @HouseGOP &amp; Red State Governors were all complicit in their arrogance of ignoring #Science &amp; #COVID19 result of the almost 200,000 dead &amp; those still sick  oh wait YES , yes, it is",1
2799,"""On social media, theres been a lot of chatter about schadenfreude, or karma Thats too easy We allow ourselves to be reduced to the presidents level if we wallow in easy satisfactions A more accurate word is arrogance"" #COVID19 #RoseGardenMassacre  ",0
2800,Aspirants appearing for #AirForce Common Admission Test (AFCAT) being screened for #COVID19 by staff wearing #PPE kit before giving entry for the exam at a centre in #Pune . @IAF_MCC @IndianExpress @ExpressPune ,0
2801,I have a question: Is our opinions about #COVID19 and masks and lock downs based on party membership? Staten Island #WearADamnMask,1
2802,"Ladies and gentlemen, the #COVID19 #2ndWave has arrived. ",0
2803,@RonBrownstein Its a CULT #COVID19,0
2804,Are there any suspected #CPCSuperSpreaders in Canada?   #COVID19 #COVID,0
2805,"Lol.   But truly, there is going to be a TON of fraud that comes from 2020  #COVID19 #fraud #PPP #sba #business  ",0
2806,S. Ahmad Pramudya #SAP  From : @universityofhelsinki  4 Steps to improve the economy after the #Pandemic #COVID19  #SAP | 4 #Trump2020 Head of #DISN - #TPP Founder #SAPNetwork ,0
2807,"#Trump #ProudBoys 209,335 US DEATHS #COVID19 10/03/20 7,379,614 US INFECTED ",0
2808,"@FT1965 @Yamiche Trump #COVID19 Productions  Trump Org BRAND earns quite a bit in exchange for #GrifterPresident experimenting w/2 UNPROVEN therapies (REGENERON awarded $450M Federal contract in 2020 July...2017 Trump $capital gains, same with Gilead) ",1
2809,Why is @Mike_Pence going out to #Rallies?  - If @VP is next in line after #Trump whys he exposing himself to #COVID19 #CoronaVirus? - Why isnt he taking care of #Presidency work? - #Documents been signed to take over for #Trump if necessary? - How can he go on #Campaign trail?,0
2810,"@fred_guttenberg Ask yourselves why top Republicans were suddenly infected with #COVID19 a month before the election.  In the old days the Deep State used to employ Lee Harvey Oswald, or the coup plotters against Allende.  In the 21st century, the method is different but the goal is the same.",0
2811,Who Invented The Internet? History #Soundcloud #np #BlackLivesMatter #BlackTransLivesMatter #HipHopEd #Vote #Elections2020 #Twitch #NintendoSwitch #Games #Gamer #COVID #COVID19 #Healthcare #TheGift #Debates2020  ,0
2812,"Find out how to enforce social distancing and safe proximities with our #AI driven blue eye box, powered by Intel. Learn more about it here:  #COVID19 ",0
2813,@nypost Too bad it won't make one bit of difference.  People need to understand: MASKS DO NOT PREVENT US FROM CONTRACTING THE VIRUS. Everyone will get it eventually. Stay healthy and you will beat it. #covidlies #COVID19 #Covid19VicData #COVIDIOTS #covid,1
2814,"Also, I doubt very seriously that Trump &amp; his other associates who caught #COVID19, got it from any military member.  Why do I believe this?  Because the military won't even let any person in who's caught the #Coronavirus.  #TheLiesTheyTell #CovidCaughtTrump #TrumpGotCovid",0
2815,"@JoeBiden @infinity10 So, which #COVID19 test did you and @DrBiden take: the rapid test or the confirmatory RT-PCR test?! And are you gonna do repeat tests?! ",0
2816,"@PaulG066 @luvjenuine @TessEractica @fred_guttenberg Ask yourselves why top Republicans were suddenly infected with #COVID19 a month before the election.  In the old days the Deep State used to employ Lee Harvey Oswald, or the coup plotters against Allende.  In the 21st century, the method is different but the goal is the same.",0
2817,We will fight !! We will win !!!  Stay safe with minimum health protocol issued by WHO and government   #COVID19,0
2818,Seasoned Politician and Seven-time MLA &amp; Ex-Minister from #Odisha Pradeep Maharathy passes away. He was Hospitalized after being Tested pyositive for #COVID19 in September and was undergoing treatment at a Private Hospital in #Bhubaneswar #odishafightscorona,1
2819,#10km3x2 map #RuleofLaw #COVID19 what is #NegligentHomicide |is #BillBarr getting tested | #MitchMcConnell it is14 days quarantine not10 TIMELINE  see | help #youthlead see ,1
